,x,y,z,rep
78,0.9500000000000017,0.0,6.510801250000026,1
79,0.9750000000000019,0.0,6.892878281250029,1
0,-1.0,0.0,-0.2953512865871591,5
1,-0.975,0.0,-0.2933332798872255,5
2,-0.95,0.0,-0.2934494579716514,5
3,-0.9249999999999999,0.0,-0.295626374602891,5
4,-0.8999999999999999,0.0,-0.2997758725209265,5
5,-0.8749999999999999,0.0,-0.305797044089367,5
6,-0.8499999999999999,0.0,-0.31357814330597933,5
7,-0.8249999999999998,0.0,-0.3229984298570419,5
8,-0.7999999999999998,0.0,-0.3339299292112799,5
9,-0.7749999999999998,0.0,-0.34623909589464547,5
10,-0.7499999999999998,0.0,-0.359788370033045,5
11,-0.7249999999999998,0.0,-0.3744376199752435,5
12,-0.6999999999999997,0.0,-0.3900454662984666,5
13,-0.6749999999999997,0.0,-0.4064704847466771,5
14,-0.6499999999999997,0.0,-0.42357228765354626,5
15,-0.6249999999999997,0.0,-0.4412124851607318,5
16,-0.5999999999999996,0.0,-0.4592555290630684,5
17,-0.5749999999999996,0.0,-0.47756944340465923,5
18,-0.5499999999999996,0.0,-0.4960264470251146,5
19,-0.5249999999999996,0.0,-0.5145034741266933,5
20,-0.49999999999999956,0.0,-0.5328825996155947,5
21,-0.47499999999999953,0.0,-0.551051376479718,5
22,-0.4499999999999995,0.0,-0.5689030928168703,5
23,-0.4249999999999995,0.0,-0.5863369563377729,5
24,-0.39999999999999947,0.0,-0.603258214253126,5
25,-0.37499999999999944,0.0,-0.6195782164287945,5
26,-0.3499999999999994,0.0,-0.6352144295725071,5
27,-0.3249999999999994,0.0,-0.65009041001304,5
28,-0.2999999999999994,0.0,-0.6641357423614694,5
29,-0.27499999999999936,0.0,-0.6772859510153278,5
30,-0.24999999999999933,0.0,-0.6894823910909448,5
31,-0.2249999999999993,0.0,-0.7006721249561976,5
32,-0.1999999999999993,0.0,-0.710807790093556,5
33,-0.17499999999999927,0.0,-0.719847463558694,5
34,-0.14999999999999925,0.0,-0.7277545278190185,5
35,-0.12499999999999922,0.0,-0.7344975422641296,5
36,-0.0999999999999992,0.0,-0.7400501241804183,5
37,-0.07499999999999918,0.0,-0.7443908424777698,5
38,-0.049999999999999156,0.0,-0.747503126949924,5
39,-0.024999999999999134,0.0,-0.7493751953430051,5
40,8.881784197001252e-16,0.0,-0.75,5
41,0.0250000000000008,0.0,-0.749375195343005,5
42,0.05000000000000093,0.0,-0.7475031269499238,5
43,0.07500000000000107,0.0,-0.7443908424777694,5
44,0.10000000000000098,0.0,-0.7400501241804179,5
45,0.1250000000000009,0.0,-0.7344975422641291,5
46,0.15000000000000102,0.0,-0.727754527819018,5
47,0.17500000000000115,0.0,-0.7198474635586933,5
48,0.20000000000000107,0.0,-0.7108077900935553,5
49,0.22500000000000098,0.0,-0.7006721249561969,5
50,0.2500000000000011,0.0,-0.689482391090944,5
51,0.27500000000000124,0.0,-0.677285951015327,5
52,0.30000000000000115,0.0,-0.6641357423614684,5
53,0.32500000000000107,0.0,-0.6500904100130391,5
54,0.3500000000000012,0.0,-0.635214429572506,5
55,0.37500000000000133,0.0,-0.6195782164287933,5
56,0.40000000000000124,0.0,-0.6032582142531248,5
57,0.42500000000000115,0.0,-0.5863369563377718,5
58,0.4500000000000013,0.0,-0.568903092816869,5
59,0.4750000000000014,0.0,-0.5510513764797167,5
60,0.5000000000000013,0.0,-0.5328825996155935,5
61,0.5250000000000012,0.0,-0.5145034741266921,5
62,0.5500000000000014,0.0,-0.49602644702511334,5
63,0.5750000000000015,0.0,-0.47756944340465785,5
64,0.6000000000000014,0.0,-0.45925552906306716,5
65,0.6250000000000013,0.0,-0.44121248516073064,5
66,0.6500000000000015,0.0,-0.42357228765354493,5
67,0.6750000000000016,0.0,-0.40647048474667574,5
68,0.7000000000000015,0.0,-0.3900454662984654,5
69,0.7250000000000014,0.0,-0.37443761997524255,5
70,0.7500000000000016,0.0,-0.359788370033044,5
71,0.7750000000000017,0.0,-0.34623909589464447,5
72,0.8000000000000016,0.0,-0.333929929211279,5
73,0.8250000000000015,0.0,-0.32299842985704125,5
74,0.8500000000000016,0.0,-0.3135781433059788,5
75,0.8750000000000018,0.0,-0.3057970440893664,5
76,0.9000000000000017,0.0,-0.29977587252092613,5
77,0.9250000000000016,0.0,-0.2956263746028907,5
78,0.9500000000000017,0.0,-0.29344945797165145,5
79,0.9750000000000019,0.0,-0.2933332798872256,5
0,0.0,0.0,0.5988365010887039,7
1,0.025,0.0,0.6170167318863757,7
2,0.05,0.0,0.6358490510778679,7
3,0.07500000000000001,0.0,0.6553398431204762,7
4,0.1,0.0,0.6754922453212246,7
5,0.125,0.0,0.696306247947984,7
6,0.15000000000000002,0.0,0.7177788156814725,7
7,0.17500000000000002,0.0,0.7399040289432031,7
8,0.2,0.0,0.7626732432085555,7
9,0.225,0.0,0.786075264060714,7
10,0.25,0.0,0.8100965354677512,7
11,0.275,0.0,0.8347213385756187,7
12,0.30000000000000004,0.0,0.8599319982047708,7
13,0.325,0.0,0.8857090942147661,7
14,0.35000000000000003,0.0,0.9120316749537717,7
15,0.375,0.0,0.9388774701302554,7
16,0.4,0.0,0.9662231006223638,7
17,0.42500000000000004,0.0,0.9940442829653677,7
18,0.45,0.0,1.022316026517459,7
19,0.47500000000000003,0.0,1.0510128215874617,7
20,0.5,0.0,1.08010881710355,7
21,0.525,0.0,1.1095779866997946,7
22,0.55,0.0,1.1393942823883436,7
23,0.5750000000000001,0.0,1.1695317752619412,7
24,0.6000000000000001,0.0,1.1999647829283973,7
25,0.625,0.0,1.2306679836112118,7
26,0.65,0.0,1.2616165170559932,7
27,0.675,0.0,1.292786072559033,7
28,0.7000000000000001,0.0,1.324152964582041,7
29,0.7250000000000001,0.0,1.3556941965362483,7
30,0.75,0.0,1.387387513411149,7
31,0.775,0.0,1.4192114439901395,7
32,0.8,0.0,1.451145333439507,7
33,0.8250000000000001,0.0,1.4831693670812518,7
34,0.8500000000000001,0.0,1.5152645861668383,7
35,0.875,0.0,1.5474128964608278,7
36,0.9,0.0,1.579597070423079,7
37,0.925,0.0,1.611800743748288,7
38,0.9500000000000001,0.0,1.644008406984265,7
39,0.9750000000000001,0.0,1.6762053929076073,7
40,1.0,0.0,1.7083778602890036,7
41,1.0250000000000001,0.0,1.7405127746319102,7
42,1.05,0.0,1.772597886418946,7
43,1.075,0.0,1.8046217073512405,7
44,1.1,0.0,1.8365734850178477,7
45,1.125,0.0,1.868443176385979,7
46,1.1500000000000001,0.0,1.90022142045865,7
47,1.175,0.0,1.9318995104047074,7
48,1.2000000000000002,0.0,1.9634693654274153,7
49,1.225,0.0,1.9949235026018575,7
50,1.25,0.0,2.0262550088784885,7
51,1.2750000000000001,0.0,2.057457513420168,7
52,1.3,0.0,2.0885251604128783,7
53,1.3250000000000002,0.0,2.1194525824659802,7
54,1.35,0.0,2.1502348746960758,7
55,1.375,0.0,2.180867569569291,7
56,1.4000000000000001,0.0,2.2113466125597743,7
57,1.425,0.0,2.2416683386673135,7
58,1.4500000000000002,0.0,2.2718294498240432,7
59,1.475,0.0,2.301826993209005,7
60,1.5,0.0,2.331658340479753,7
61,1.5250000000000001,0.0,2.3613211679220116,7
62,1.55,0.0,2.3908134375115453,7
63,1.5750000000000002,0.0,2.420133378876635,7
64,1.6,0.0,2.449279472144849,7
65,1.625,0.0,2.4782504316539518,7
66,1.6500000000000001,0.0,2.5070451905037214,7
67,1.675,0.0,2.5356628859230814,7
68,1.7000000000000002,0.0,2.564102845425147,7
69,1.725,0.0,2.5923645737214907,7
70,1.75,0.0,2.620447740366087,7
71,1.7750000000000001,0.0,2.6483521680989073,7
72,1.8,0.0,2.6760778218589376,7
73,1.8250000000000002,0.0,2.70362479843652,7
74,1.85,0.0,2.7309933167351734,7
75,1.875,0.0,2.7581837086135588,7
76,1.9000000000000001,0.0,2.7851964102788633,7
77,1.925,0.0,2.8120319542036274,7
78,1.9500000000000002,0.0,2.838690961538838,7
79,1.975,0.0,2.8651741349970505,7
0,0.0,0.0,0.0,8
1,0.05,0.0,0.24799193535274489,8
2,0.1,0.0,0.3507135583350036,8
3,0.15000000000000002,0.0,0.4295346318982906,8
4,0.2,0.0,0.49598387070548977,8
5,0.25,0.0,0.5545268253204708,8
6,0.30000000000000004,0.0,0.6074537019394977,8
7,0.35000000000000003,0.0,0.65612498809297,8
8,0.4,0.0,0.7014271166700072,8
9,0.45,0.0,0.7439758060582347,8
10,0.5,0.0,0.7842193570679061,8
11,0.55,0.0,0.8224962005991274,8
12,0.6000000000000001,0.0,0.8590692637965812,8
13,0.65,0.0,0.8941476388158726,8
14,0.7000000000000001,0.0,0.9279008567729637,8
15,0.75,0.0,0.9604686356149273,8
16,0.8,0.0,0.9919677414109795,8
17,0.8500000000000001,0.0,1.0224969437607137,8
18,0.9,0.0,1.0521406750050109,8
19,0.9500000000000001,0.0,1.0809717850156868,8
20,1.0,0.0,1.1090536506409416,8
21,1.05,0.0,1.1364418154925486,8
22,1.1,0.0,1.1631852818876278,8
23,1.1500000000000001,0.0,1.189327541092024,8
24,1.2000000000000002,0.0,1.2149074038789953,8
25,1.25,0.0,1.2399596767637244,8
26,1.3,0.0,1.2645157175772865,8
27,1.35,0.0,1.2886038956948718,8
28,1.4000000000000001,0.0,1.31224997618594,8
29,1.4500000000000002,0.0,1.3354774427147769,8
30,1.5,0.0,1.3583077707206126,8
31,1.55,0.0,1.3807606599262596,8
32,1.6,0.0,1.4028542333400145,8
33,1.6500000000000001,0.0,1.424605208470052,8
34,1.7000000000000002,0.0,1.446029045351441,8
35,1.75,0.0,1.4671400751121209,8
36,1.8,0.0,1.4879516121164693,8
37,1.85,0.0,1.508476052179815,8
38,1.9000000000000001,0.0,1.528724958911838,8
39,1.9500000000000002,0.0,1.548709139896837,8
40,2.0,0.0,1.5684387141358123,8
41,2.0500000000000003,0.0,1.5879231719450408,8
42,2.1,0.0,1.607171428317465,8
43,2.15,0.0,1.6261918705983005,8
44,2.2,0.0,1.6449924011982548,8
45,2.25,0.0,1.6635804759614126,8
46,2.3000000000000003,0.0,1.6819631387161849,8
47,2.35,0.0,1.7001470524634037,8
48,2.4000000000000004,0.0,1.7181385275931624,8
49,2.45,0.0,1.7359435474692142,8
50,2.5,0.0,1.7535677916750183,8
51,2.5500000000000003,0.0,1.771016657177453,8
52,2.6,0.0,1.7882952776317451,8
53,2.6500000000000004,0.0,1.8054085410233331,8
54,2.7,0.0,1.822361105818493,8
55,2.75,0.0,1.839157415774952,8
56,2.8000000000000003,0.0,1.8558017135459275,8
57,2.85,0.0,1.872298053195591,8
58,2.9000000000000004,0.0,1.8886503117305755,8
59,2.95,0.0,1.9048621997404434,8
60,3.0,0.0,1.9209372712298547,8
61,3.0500000000000003,0.0,1.9368789327162397,8
62,3.1,0.0,1.9526904516589414,8
63,3.1500000000000004,0.0,1.9683749642789101,8
64,3.2,0.0,1.983935482821959,8
65,3.25,0.0,1.9993749023132206,8
66,3.3000000000000003,0.0,2.014696006845698,8
67,3.35,0.0,2.0299014754416036,8
68,3.4000000000000004,0.0,2.0449938875214273,8
69,3.45,0.0,2.0599757280123474,8
70,3.5,0.0,2.074849392124643,8
71,3.5500000000000003,0.0,2.0896171898220977,8
72,3.6,0.0,2.1042813500100217,8
73,3.6500000000000004,0.0,2.1188440244623954,8
74,3.7,0.0,2.133307291507719,8
75,3.75,0.0,2.147673159491453,8
76,3.8000000000000003,0.0,2.1619435700313736,8
77,3.85,0.0,2.176120401080786,8
78,3.9000000000000004,0.0,2.190205469813278,8
79,3.95,0.0,2.2042005353415557,8
0,0.0,0.0,0.0,10
1,0.0,0.0125,0.0,10
2,0.0,0.025,0.0,10
3,0.0,0.037500000000000006,0.0,10
4,0.0,0.05,0.0,10
5,0.0,0.0625,0.0,10
6,0.0,0.07500000000000001,0.0,10
7,0.0,0.08750000000000001,0.0,10
8,0.0,0.1,0.0,10
9,0.0,0.1125,0.0,10
10,0.0,0.125,0.0,10
11,0.0,0.1375,0.0,10
12,0.0,0.15000000000000002,0.0,10
13,0.0,0.1625,0.0,10
14,0.0,0.17500000000000002,0.0,10
15,0.0,0.1875,0.0,10
16,0.0,0.2,0.0,10
17,0.0,0.21250000000000002,0.0,10
18,0.0,0.225,0.0,10
19,0.0,0.23750000000000002,0.0,10
20,0.0,0.25,0.0,10
21,0.0,0.2625,0.0,10
22,0.0,0.275,0.0,10
23,0.0,0.28750000000000003,0.0,10
24,0.0,0.30000000000000004,0.0,10
25,0.0,0.3125,0.0,10
26,0.0,0.325,0.0,10
27,0.0,0.3375,0.0,10
28,0.0,0.35000000000000003,0.0,10
29,0.0,0.36250000000000004,0.0,10
30,0.0,0.375,0.0,10
31,0.0,0.3875,0.0,10
32,0.0,0.4,0.0,10
33,0.0,0.41250000000000003,0.0,10
34,0.0,0.42500000000000004,0.0,10
35,0.0,0.4375,0.0,10
36,0.0,0.45,0.0,10
37,0.0,0.4625,0.0,10
38,0.0,0.47500000000000003,0.0,10
39,0.0,0.48750000000000004,0.0,10
40,0.0,0.5,0.0,10
41,0.0,0.5125000000000001,0.0,10
42,0.0,0.525,0.0,10
43,0.0,0.5375,0.0,10
44,0.0,0.55,0.0,10
45,0.0,0.5625,0.0,10
46,0.0,0.5750000000000001,0.0,10
47,0.0,0.5875,0.0,10
48,0.0,0.6000000000000001,0.0,10
49,0.0,0.6125,0.0,10
50,0.0,0.625,0.0,10
51,0.0,0.6375000000000001,0.0,10
52,0.0,0.65,0.0,10
53,0.0,0.6625000000000001,0.0,10
54,0.0,0.675,0.0,10
55,0.0,0.6875,0.0,10
56,0.0,0.7000000000000001,0.0,10
57,0.0,0.7125,0.0,10
58,0.0,0.7250000000000001,0.0,10
59,0.0,0.7375,0.0,10
60,0.0,0.75,0.0,10
61,0.0,0.7625000000000001,0.0,10
62,0.0,0.775,0.0,10
63,0.0,0.7875000000000001,0.0,10
64,0.0,0.8,0.0,10
65,0.0,0.8125,0.0,10
66,0.0,0.8250000000000001,0.0,10
67,0.0,0.8375,0.0,10
68,0.0,0.8500000000000001,0.0,10
69,0.0,0.8625,0.0,10
70,0.0,0.875,0.0,10
71,0.0,0.8875000000000001,0.0,10
72,0.0,0.9,0.0,10
73,0.0,0.9125000000000001,0.0,10
74,0.0,0.925,0.0,10
75,0.0,0.9375,0.0,10
76,0.0,0.9500000000000001,0.0,10
77,0.0,0.9625,0.0,10
78,0.0,0.9750000000000001,0.0,10
79,0.0,0.9875,0.0,10
80,0.0125,0.0,0.018748901386499248,10
81,0.0125,0.0125,0.018748535198211062,10
82,0.0125,0.025,0.018747436647650696,10
83,0.0125,0.037500000000000006,0.01874560577773014,10
84,0.0125,0.05,0.01874304265996751,10
85,0.0125,0.0625,0.018739747394484276,10
86,0.0125,0.07500000000000001,0.01873572011000132,10
87,0.0125,0.08750000000000001,0.018730960963833938,10
88,0.0125,0.1,0.018725470141885667,10
89,0.0125,0.1125,0.01871924785864104,10
90,0.0125,0.125,0.01871229435715721,10
91,0.0125,0.1375,0.018704609909054443,10
92,0.0125,0.15000000000000002,0.018696194814505514,10
93,0.0125,0.1625,0.01868704940222398,10
94,0.0125,0.17500000000000002,0.018677174029451356,10
95,0.0125,0.1875,0.018666569081943123,10
96,0.0125,0.2,0.018655234973953706,10
97,0.0125,0.21250000000000002,0.018643172148220245,10
98,0.0125,0.225,0.01863038107594535,10
99,0.0125,0.23750000000000002,0.018616862256778645,10
100,0.0125,0.25,0.018602616218797285,10
101,0.0125,0.2625,0.018587643518485325,10
102,0.0125,0.275,0.01857194474071196,10
103,0.0125,0.28750000000000003,0.018555520498708702,10
104,0.0125,0.30000000000000004,0.01853837143404542,10
105,0.0125,0.3125,0.018520498216605265,10
106,0.0125,0.325,0.018501901544558524,10
107,0.0125,0.3375,0.018482582144335336,10
108,0.0125,0.35000000000000003,0.01846254077059731,10
109,0.0125,0.36250000000000004,0.018441778206208067,10
110,0.0125,0.375,0.018420295262202634,10
111,0.0125,0.3875,0.018398092777755778,10
112,0.0125,0.4,0.018375171620149226,10
113,0.0125,0.41250000000000003,0.018351532684737788,10
114,0.0125,0.42500000000000004,0.018327176894914362,10
115,0.0125,0.4375,0.0183021052020739,10
116,0.0125,0.45,0.01827631858557621,10
117,0.0125,0.4625,0.01824981805270772,10
118,0.0125,0.47500000000000003,0.01822260463864213,10
119,0.0125,0.48750000000000004,0.01819467940639996,10
120,0.0125,0.5,0.01816604344680705,10
121,0.0125,0.5125000000000001,0.01813669787845193,10
122,0.0125,0.525,0.01810664384764213,10
123,0.0125,0.5375,0.018075882528359406,10
124,0.0125,0.55,0.018044415122213883,10
125,0.0125,0.5625,0.01801224285839711,10
126,0.0125,0.5750000000000001,0.017979366993634057,10
127,0.0125,0.5875,0.017945788812134003,10
128,0.0125,0.6000000000000001,0.017911509625540396,10
129,0.0125,0.6125,0.01787653077287961,10
130,0.0125,0.625,0.01784085362050862,10
131,0.0125,0.6375000000000001,0.01780447956206166,10
132,0.0125,0.65,0.017767410018395758,10
133,0.0125,0.6625000000000001,0.017729646437535253,10
134,0.0125,0.675,0.017691190294615224,10
135,0.0125,0.6875,0.017652043091823853,10
136,0.0125,0.7000000000000001,0.01761220635834378,10
137,0.0125,0.7125,0.017571681650292343,10
138,0.0125,0.7250000000000001,0.01753047055066079,10
139,0.0125,0.7375,0.017488574669252466,10
140,0.0125,0.75,0.017445995642619908,10
141,0.0125,0.7625000000000001,0.017402735134000927,10
142,0.0125,0.775,0.017358794833253647,10
143,0.0125,0.7875000000000001,0.017314176456790474,10
144,0.0125,0.8,0.017268881747511067,10
145,0.0125,0.8125,0.01722291247473425,10
146,0.0125,0.8250000000000001,0.017176270434128886,10
147,0.0125,0.8375,0.017128957447643763,10
148,0.0125,0.8500000000000001,0.0170809753634364,10
149,0.0125,0.8625,0.017032326055800857,10
150,0.0125,0.875,0.01698301142509453,10
151,0.0125,0.8875000000000001,0.01693303339766391,10
152,0.0125,0.9,0.016882393925769335,10
153,0.0125,0.9125000000000001,0.01683109498750874,10
154,0.0125,0.925,0.016779138586740374,10
155,0.0125,0.9375,0.016726526753004543,10
156,0.0125,0.9500000000000001,0.016673261541444308,10
157,0.0125,0.9625,0.016619345032725222,10
158,0.0125,0.9750000000000001,0.016564779332954048,10
159,0.0125,0.9875,0.016509566573596503,10
160,0.025,0.0,0.03749121155546027,10
161,0.025,0.0125,0.0374904793076182,10
162,0.025,0.025,0.037488282592695335,10
163,0.025,0.037500000000000006,0.037484621496500566,10
164,0.025,0.05,0.037479496162045,10
165,0.025,0.0625,0.03747290678953636,10
166,0.025,0.07500000000000001,0.03746485363637118,10
167,0.025,0.08750000000000001,0.03745533701712472,10
168,0.025,0.1,0.03744435730353871,10
169,0.025,0.1125,0.03743191492450683,10
170,0.025,0.125,0.037418010366057915,10
171,0.025,0.1375,0.03740264417133702,10
172,0.025,0.15000000000000002,0.03738581694058416,10
173,0.025,0.1625,0.03736752933111091,10
174,0.025,0.17500000000000002,0.03734778205727469,10
175,0.025,0.1875,0.03732657589045086,10
176,0.025,0.2,0.037303911659002625,10
177,0.025,0.21250000000000002,0.03727979024824864,10
178,0.025,0.225,0.037254212600428445,10
179,0.025,0.23750000000000002,0.03722717971466566,10
180,0.025,0.25,0.037198692646928946,10
181,0.025,0.2625,0.037168752509990764,10
182,0.025,0.275,0.03713736047338391,10
183,0.025,0.28750000000000003,0.037104517763355806,10
184,0.025,0.30000000000000004,0.03707022566282066,10
185,0.025,0.3125,0.037034485511309265,10
186,0.025,0.325,0.03699729870491677,10
187,0.025,0.3375,0.036958666696248046,10
188,0.025,0.35000000000000003,0.03691859099436104,10
189,0.025,0.36250000000000004,0.03687707316470775,10
190,0.025,0.375,0.03683411482907312,10
191,0.025,0.3875,0.036789717665511666,10
192,0.025,0.4,0.03674388340828196,10
193,0.025,0.41250000000000003,0.036696613847778836,10
194,0.025,0.42500000000000004,0.036647910830463495,10
195,0.025,0.4375,0.036597776258791355,10
196,0.025,0.45,0.036546212091137745,10
197,0.025,0.4625,0.036493220341721415,10
198,0.025,0.47500000000000003,0.03643880308052583,10
199,0.025,0.48750000000000004,0.036382962433218334,10
200,0.025,0.5,0.03632570058106712,10
201,0.025,0.5125000000000001,0.03626701976085601,10
202,0.025,0.525,0.03620692226479707,10
203,0.025,0.5375,0.0361454104404411,10
204,0.025,0.55,0.03608248669058593,10
205,0.025,0.5625,0.036018153473182525,10
206,0.025,0.5750000000000001,0.035952413301239015,10
207,0.025,0.5875,0.0358852687427225,10
208,0.025,0.6000000000000001,0.03581672242045877,10
209,0.025,0.6125,0.03574677701202981,10
210,0.025,0.625,0.035675435249669256,10
211,0.025,0.6375000000000001,0.03560269992015561,10
212,0.025,0.65,0.03552857386470346,10
213,0.025,0.6625000000000001,0.0354530599788524,10
214,0.025,0.675,0.035376161212354,10
215,0.025,0.6875,0.03529788056905655,10
216,0.025,0.7000000000000001,0.03521822110678771,10
217,0.025,0.7125,0.035137185937235124,10
218,0.025,0.7250000000000001,0.03505477822582478,10
219,0.025,0.7375,0.03497100119159743,10
220,0.025,0.75,0.034885858107082814,10
221,0.025,0.7625000000000001,0.034799352298171854,10
222,0.025,0.775,0.03471148714398671,10
223,0.025,0.7875000000000001,0.03462226607674879,10
224,0.025,0.8,0.034531692581644687,10
225,0.025,0.8125,0.03443977019669005,10
226,0.025,0.8250000000000001,0.03434650251259133,10
227,0.025,0.8375,0.034251893172605595,10
228,0.025,0.8500000000000001,0.034155945872398154,10
229,0.025,0.8625,0.03405866435989822,10
230,0.025,0.875,0.033960052435152495,10
231,0.025,0.8875000000000001,0.033860113950176775,10
232,0.025,0.9,0.0337588528088054,10
233,0.025,0.9125000000000001,0.033656272966538836,10
234,0.025,0.925,0.03355237843038912,10
235,0.025,0.9375,0.03344717325872338,10
236,0.025,0.9500000000000001,0.03334066156110524,10
237,0.025,0.9625,0.03323284749813434,10
238,0.025,0.9750000000000001,0.033123735281283824,10
239,0.025,0.9875,0.03301332917273578,10
240,0.037500000000000006,0.0,0.056220341606501884,10
241,0.037500000000000006,0.0125,0.05621924355652927,10
242,0.037500000000000006,0.025,0.05621594944950387,10
243,0.037500000000000006,0.037500000000000006,0.05621045941410131,10
244,0.037500000000000006,0.05,0.05620277366477541,10
245,0.037500000000000006,0.0625,0.056192892501749775,10
246,0.037500000000000006,0.07500000000000001,0.05618081631100608,10
247,0.037500000000000006,0.08750000000000001,0.05616654556426898,10
248,0.037500000000000006,0.1,0.056150080818987716,10
249,0.037500000000000006,0.1125,0.0561314227183143,10
250,0.037500000000000006,0.125,0.05611057199107842,10
251,0.037500000000000006,0.1375,0.05608752945175896,10
252,0.037500000000000006,0.15000000000000002,0.05606229600045218,10
253,0.037500000000000006,0.1625,0.05603487262283655,10
254,0.037500000000000006,0.17500000000000002,0.0560052603901343,10
255,0.037500000000000006,0.1875,0.05597346045906948,10
256,0.037500000000000006,0.2,0.05593947407182287,10
257,0.037500000000000006,0.21250000000000002,0.055903302555983386,10
258,0.037500000000000006,0.225,0.05586494732449627,10
259,0.037500000000000006,0.23750000000000002,0.05582440987560788,10
260,0.037500000000000006,0.25,0.055781691792807155,10
261,0.037500000000000006,0.2625,0.05573679474476378,10
262,0.037500000000000006,0.275,0.055689720485262974,10
263,0.037500000000000006,0.28750000000000003,0.05564047085313701,10
264,0.037500000000000006,0.30000000000000004,0.055589047772193395,10
265,0.037500000000000006,0.3125,0.05553545325113968,10
266,0.037500000000000006,0.325,0.05547968938350503,10
267,0.037500000000000006,0.3375,0.055421758347558435,10
268,0.037500000000000006,0.35000000000000003,0.05536166240622362,10
